lakeid,trans,dist,setdate,coldate,daysout,aran_other,lyco_pal_m,lyco_pal_f,lyco_hyp_m,lyco_hyp_f,lyco_sph_m,lyco_sph_f,lyco_alp_m,lyco_alp_f,lyco_unid_m,lyco_unid_f,lyco_juv,lyco_total,egsa,liny,gnap,thom,opil,acar_other,trom,acar_total,cole_other,cryp,stap,cara,curc,colj,clmb,comments,comments 2
hel,hel1,500,2012-06-26,2012-08-09,44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,2,0,0,0,20,20,0,0,0,0,NA,0,28,,
myv,btl,5,2013-06-05,2013-06-18,13,0,1,0,0,0,4,0,0,0,0,0,0,5,0,90,0,0,66,20,2,22,0,3,7,8,0,0,NA,,
myv,btl,50,2013-06-05,2013-06-18,13,0,4,0,0,1,4,0,0,0,0,0,0,9,0,62,4,3,51,0,52,52,0,12,0,1,0,0,NA,,
myv,btl,150,2013-06-05,2013-06-18,13,0,9,0,1,0,5,2,0,0,0,0,1,18,5,17,5,0,21,0,24,24,0,39,14,15,0,0,NA,,
myv,hag,5,2013-06-05,2013-06-18,13,0,24,2,0,0,3,1,0,0,0,0,0,30,0,6,1,0,15,0,121,121,4,25,6,7,0,0,NA,,
myv,hag,50,2013-06-05,2013-06-18,13,0,121,44,7,0,11,12,0,0,0,0,4,199,0,29,1,4,42,1,78,79,0,0,2,2,0,0,NA,,
myv,hag,150,2013-06-05,2013-06-18,13,0,8,0,2,5,0,0,0,0,0,0,2,17,0,8,0,0,2,6,75,81,0,0,1,0,0,0,NA,,
myv,hag,500,2013-06-05,2013-06-18,13,0,80,12,16,0,9,3,0,0,0,0,7,127,0,9,0,0,2,3,23,26,0,0,2,0,0,0,NA,1 araneid spider,
myv,kal,5,2013-06-05,2013-06-18,13,0,2,2,1,0,2,0,0,0,0,0,1,8,0,31,0,0,34,10,8,18,0,1,6,0,0,0,NA,,
myv,kal,50,2013-06-05,2013-06-18,13,0,75,5,3,0,8,0,1,0,0,0,1,93,6,13,12,1,0,3,440,443,0,0,2,1,0,0,NA,,
myv,kal,150,2013-06-05,2013-06-18,13,0,22,3,1,0,8,4,0,0,0,0,0,38,0,14,15,0,3,0,89,89,0,0,1,0,0,1,NA,,
myv,non,5,2013-06-05,2013-06-18,13,0,0,1,0,0,1,1,0,0,0,0,0,3,0,47,0,0,4,89,17,106,1,53,29,30,0,0,NA,,
myv,non,50,2013-06-05,2013-06-18,13,1,14,0,0,0,0,0,0,0,0,0,2,16,0,35,14,1,38,12,38,50,2,5,1,0,0,0,NA,,
myv,non,150,2013-06-05,2013-06-18,13,1,47,9,0,0,1,1,0,0,0,0,3,61,3,5,5,1,4,5,135,140,0,0,0,0,0,0,NA,,
myv,vin,5,2013-06-05,2013-06-18,13,0,207,53,0,0,6,1,0,0,0,0,2,269,3,68,4,0,14,10,36,46,1,1,3,2,0,1,NA,,
myv,vin,50,2013-06-05,2013-06-18,13,0,200,53,0,1,43,5,0,0,0,0,3,305,1,8,3,2,0,2,42,44,1,0,0,0,0,0,NA,,
myv,vin,150,2013-06-05,2013-06-18,13,0,87,29,0,0,25,14,0,0,0,0,2,157,2,17,11,1,1,6,89,95,0,0,1,1,0,0,NA,some spilled in field,
hel,hel1,5,2013-06-05,2013-06-21,16,0,0,8,5,1,55,7,1,1,0,0,10,88,0,5,0,0,5,9,0,9,0,3,14,0,0,0,NA,,
hel,hel1,50,2013-06-05,2013-06-21,16,0,24,7,34,9,7,1,0,0,0,0,2,84,1,10,3,1,14,0,221,221,0,0,0,0,0,0,NA,,
hel,hel1,150,2013-06-05,2013-06-21,16,0,33,11,33,11,4,2,0,0,0,0,3,97,0,6,4,1,2,0,295,295,0,0,1,1,0,0,NA,,
hel,hel1,500,2013-06-05,2013-06-21,16,0,10,0,35,14,23,20,0,0,0,0,4,106,1,9,6,2,12,0,220,220,0,0,0,2,0,0,NA,,
hel,hel2,5,2013-06-05,2013-06-21,16,0,0,0,10,0,42,8,0,0,0,0,1,61,0,1,0,0,2,1,0,1,0,2,0,0,0,0,NA,,
hel,hel2,50,2013-06-05,2013-06-21,16,0,9,8,13,9,3,1,0,0,0,0,1,44,0,6,0,0,2,73,0,73,0,2,0,0,0,0,NA,"round, shiny, greenish beetle, butyridae?",
hel,hel2,150,2013-06-05,2013-06-21,16,0,1,4,24,4,0,0,0,0,0,0,3,36,0,2,0,0,3,14,74,88,0,0,0,0,0,0,NA,,
hel,hel2,500,2013-06-05,2013-06-21,16,0,7,1,15,6,0,1,0,0,0,0,1,31,0,4,0,0,7,5,54,59,0,1,1,0,0,1,NA,,
myv,btl,5,2013-06-18,2013-07-03,14,0,1,0,2,0,2,0,0,0,0,0,0,5,0,59,1,0,16,2,69,71,0,6,6,0,0,0,NA,,
myv,btl,50,2013-06-18,2013-07-03,14,0,9,0,0,1,4,0,0,0,0,0,9,23,0,26,4,1,8,0,10,10,5,31,4,2,0,0,NA,,
myv,btl,150,2013-06-18,2013-07-03,14,0,4,0,0,0,0,0,0,0,0,0,4,8,0,11,1,0,2,1,25,26,1,35,3,3,0,4,NA,,
myv,hag,5,2013-06-18,2013-07-03,14,0,97,12,1,0,52,1,0,0,0,0,3,166,6,8,4,2,7,0,78,78,0,2,5,3,0,0,NA,,
myv,hag,50,2013-06-18,2013-07-03,14,0,53,12,2,0,8,0,0,0,0,0,0,75,6,7,6,1,9,0,182,182,0,3,5,0,0,0,NA,,
myv,hag,150,2013-06-18,2013-07-03,14,0,6,0,1,0,1,0,0,0,0,0,0,8,0,1,0,3,0,0,38,38,0,0,0,1,0,0,NA,,
myv,hag,500,2013-06-18,2013-07-03,14,0,85,8,3,2,29,0,0,0,0,0,1,128,8,9,4,0,0,0,44,44,0,0,0,2,0,0,NA,,
myv,kal,5,2013-06-18,2013-07-03,14,0,5,1,1,1,1,0,0,0,0,0,0,9,2,21,0,0,8,7,18,25,0,4,2,2,0,0,NA,,
myv,kal,50,2013-06-18,2013-07-03,14,0,36,2,2,0,5,1,0,0,0,0,0,46,3,7,8,3,3,8,240,248,0,0,0,0,0,0,NA,,
myv,kal,150,2013-06-18,2013-07-03,14,0,7,0,0,0,7,0,0,0,0,0,0,14,0,20,2,0,2,5,71,76,2,0,1,0,0,0,NA,,
myv,non,5,2013-06-18,2013-07-03,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,3,0,0,4,51,16,67,0,22,21,24,0,12,NA,,
myv,non,50,2013-06-18,2013-07-03,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,8,3,0,0,0,16,16,0,5,0,1,0,0,NA,,
myv,non,150,2013-06-18,2013-07-03,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,5,3,1,0,0,0,53,53,0,0,0,0,0,0,NA,,Discrepancy between old and new counts. News used
myv,vin,5,2013-06-18,2013-07-03,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,2,20,1,0,13,0,20,20,0,1,2,2,0,0,NA,,
myv,vin,50,2013-06-18,2013-07-03,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,8,4,2,0,0,4,18,22,0,1,2,0,0,0,NA,,
myv,vin,150,2013-06-18,2013-07-03,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,3,1,0,0,2,116,118,0,1,0,3,0,0,NA,,
hel,hel1,5,2013-06-21,2013-07-03,12,0,2,3,6,0,15,7,0,0,0,0,2,35,11,0,2,0,4,1,11,12,0,0,0,7,0,0,NA,,
hel,hel1,50,2013-06-21,2013-07-03,12,0,15,4,7,1,1,2,0,0,0,0,1,31,3,2,1,0,1,1,167,168,0,0,0,3,0,0,NA,,
hel,hel1,150,2013-06-21,2013-07-03,12,0,15,3,4,3,0,0,0,0,0,0,2,27,2,6,3,2,0,0,209,209,0,0,1,0,0,0,NA,,
hel,hel1,500,2013-06-21,2013-07-03,12,0,8,0,13,2,6,1,0,0,0,0,1,31,0,1,6,2,1,0,165,165,0,0,0,1,0,0,NA,,
hel,hel2,5,2013-06-21,2013-07-03,12,0,0,0,0,1,5,1,0,0,0,0,1,8,2,1,0,0,0,0,9,9,0,0,0,0,0,0,NA,,
hel,hel2,50,2013-06-21,2013-07-03,12,0,7,2,4,0,3,0,0,0,0,0,0,16,1,5,1,0,0,0,146,146,0,0,0,0,0,0,NA,,
hel,hel2,150,2013-06-21,2013-07-03,12,0,4,2,2,1,0,0,0,0,0,0,1,10,1,5,3,0,3,0,125,125,0,0,0,0,0,0,NA,1 elaterid,
hel,hel2,500,2013-06-21,2013-07-03,12,0,6,3,3,0,0,0,0,0,0,0,1,13,0,0,1,0,3,0,95,95,0,0,0,1,0,0,NA,,
myv,btl,5,2013-07-03,2013-07-17,14,0,0,1,0,0,0,0,0,0,0,0,0,1,1,21,0,1,53,11,21,32,0,12,5,1,0,0,NA,,
myv,btl,50,2013-07-03,2013-07-17,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,11,0,2,42,0,42,42,2,12,0,2,0,0,NA,,
myv,btl,150,2013-07-03,2013-07-17,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,8,8,0,6,0,0,0,0,NA,,
myv,hag,5,2013-07-03,2013-07-17,14,0,12,3,0,0,3,0,0,0,0,0,1,19,1,1,1,0,6,3,90,93,0,9,6,2,0,0,NA,,
myv,hag,50,2013-07-03,2013-07-17,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,2,0,0,0,0,66,66,0,1,0,0,0,0,NA,,
myv,hag,150,2013-07-03,2013-07-17,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,2,4,0,0,0,0,31,31,0,0,0,0,0,0,NA,,
myv,hag,500,2013-07-03,2013-07-17,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,7,5,0,0,18,0,44,44,0,0,0,3,0,0,NA,,
myv,kal,5,2013-07-03,2013-07-17,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,4,8,3,0,3,0,68,68,0,8,0,2,0,0,NA,lots of collembola,
myv,kal,50,2013-07-03,2013-07-17,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,2,4,0,0,0,0,125,125,2,0,0,0,0,0,NA,4 gnaph removed for vouchers,
myv,kal,150,2013-07-03,2013-07-17,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,8,10,0,0,2,0,144,144,0,0,0,0,0,0,NA,"6 acari, 2 crypto, 3 coll removed for vouchers",
myv,non,5,2013-07-03,2013-07-17,14,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,60,60,3,2,0,22,0,8,NA,,
myv,non,50,2013-07-03,2013-07-17,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,8,0,0,9,0,99,99,0,36,0,4,1,4,NA,,
myv,non,150,2013-07-03,2013-07-17,14,0,1,0,1,1,0,0,0,0,0,0,0,3,1,3,1,0,1,9,55,64,0,0,0,0,0,0,NA,,
myv,vin,5,2013-07-03,2013-07-17,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,10,1,0,19,0,26,26,0,4,0,2,0,0,NA,,
myv,vin,50,2013-07-03,2013-07-17,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,6,1,0,0,0,0,48,48,0,0,0,2,0,0,NA,,
myv,vin,150,2013-07-03,2013-07-17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
hel,hel1,5,2013-07-03,2013-07-18,15,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,11,2,25,0,8,0,7,7,0,0,0,2,0,0,NA,,
hel,hel1,50,2013-07-03,2013-07-18,15,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,0,0,2,74,0,0,0,0,0,0,0,0,0,NA,,
hel,hel1,150,2013-07-03,2013-07-18,15,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,5,2,0,0,0,0,83,83,0,0,0,0,0,0,NA,"lots of ""sludge"" potentially more mites",
hel,hel1,500,2013-07-03,2013-07-18,14,0,2,0,4,2,3,2,0,0,0,0,1,14,5,6,7,0,20,0,86,86,0,0,0,0,0,0,NA,,
hel,hel2,50,2013-07-03,2013-07-18,15,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,2,0,0,0,0,42,42,0,0,0,0,0,0,NA,,
hel,hel2,150,2013-07-03,2013-07-18,15,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,1,0,63,63,0,0,0,0,0,0,NA,,
hel,hel2,500,2013-07-03,2013-07-18,15,0,1,0,0,2,0,0,0,0,0,0,0,3,1,2,0,0,5,0,46,46,0,0,0,0,0,0,NA,"5 opils, 7 thoms, 2 gnaphs, 5 troms, 2 staph, and 1 acari removed for vouchers",
myv,btl,5,2013-07-17,2013-07-31,14,1,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,2,9,11,20,0,8,4,1,0,1,NA,,
myv,btl,50,2013-07-17,2013-07-31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,104,75,179,0,4,3,1,1,3,NA,,
myv,btl,150,2013-07-17,2013-07-31,14,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,5,51,56,1,1,1,2,0,4,NA,,
myv,hag,5,2013-07-17,2013-07-31,14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,6,25,31,0,1,1,2,0,8,NA,,
myv,hag,50,2013-07-17,2013-07-31,14,0,2,0,0,0,0,0,0,0,0,0,3,5,6,6,1,1,3,29,108,137,0,1,3,0,0,0,NA,,
myv,hag,150,2013-07-17,2013-07-31,14,0,1,0,0,0,0,0,0,0,0,0,4,5,0,4,1,0,0,13,14,27,0,0,0,0,0,0,NA,,
myv,hag,500,2013-07-17,2013-07-31,14,0,10,11,0,0,0,2,0,0,0,0,0,23,12,19,0,1,4,9,62,71,0,0,0,1,0,0,NA,,
myv,kal,5,2013-07-17,2013-07-31,14,1,4,5,0,0,0,1,0,0,0,0,0,10,2,5,17,1,2,19,55,74,0,0,0,0,0,0,NA,,
myv,kal,50,2013-07-17,2013-07-31,14,0,0,2,0,0,0,0,0,0,0,0,2,4,2,11,0,0,10,35,69,104,0,0,1,2,0,0,NA,,
myv,kal,150,2013-07-17,2013-07-31,14,0,2,1,0,0,0,0,0,0,0,0,1,4,1,16,3,0,0,7,20,27,0,0,0,0,0,0,NA,,
myv,non,5,2013-07-17,2013-07-31,14,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,101,2,103,0,0,12,27,0,2,NA,spilled sample while transferring back to vial for storage. Some specimens may have been lost.,
myv,non,50,2013-07-17,2013-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,7,3,0,2,52,45,97,0,2,0,0,0,0,NA,,
myv,non,150,2013-07-17,2013-07-31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,113,146,259,1,2,1,1,0,0,NA,,
myv,vin,5,2013-07-17,2013-07-31,14,0,2,3,0,0,0,0,0,0,0,0,0,5,1,2,0,0,9,56,123,179,0,5,13,0,0,1,NA,,
myv,vin,50,2013-07-17,2013-07-31,14,0,0,0,0,6,0,1,0,0,0,0,0,7,2,35,0,0,0,16,120,136,0,0,1,0,0,0,NA,,
myv,vin,150,2013-07-17,2013-07-31,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,8,13,0,1,0,19,290,309,0,0,0,1,0,0,NA,,
hel,hel1,5,2013-07-18,2013-08-01,14,0,0,0,0,0,0,3,0,0,0,0,2,5,1,2,0,0,1,4,6,10,0,0,0,1,0,0,NA,,
hel,hel1,50,2013-07-18,2013-08-01,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,2,7,1,3,2,9,44,53,0,0,0,0,0,0,NA,,
hel,hel1,150,2013-07-18,2013-08-01,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,3,8,2,0,1,38,57,95,0,0,0,0,0,2,NA,,
hel,hel1,500,2013-07-18,2013-08-01,14,0,1,0,1,1,1,0,0,0,0,0,1,5,1,9,2,1,19,18,99,117,0,0,0,0,0,0,NA,,
hel,hel2,5,2013-07-18,2013-08-01,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,NA,,
hel,hel2,50,2013-07-18,2013-08-01,14,0,8,2,1,0,0,0,0,0,0,0,0,11,3,3,1,1,3,8,56,64,0,0,0,0,0,0,NA,,
hel,hel2,150,2013-07-18,2013-08-01,14,0,0,0,0,1,0,0,0,0,0,0,1,2,0,8,4,0,0,7,26,33,1,0,0,0,0,0,NA,,
hel,hel2,500,2013-07-18,2013-08-01,14,0,3,0,0,1,0,1,0,0,0,0,2,7,1,1,2,0,3,10,44,54,0,0,2,0,0,0,NA,"8 staph, 4 trom, 2 acari, 5 liny, 1 crypto removed for vouchers",
myv,btl,5,2013-07-31,2013-08-14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,33,1,34,0,0,1,0,0,0,NA,slugs,
myv,btl,50,2013-07-31,2013-08-14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,19,9,28,1,6,0,0,0,0,NA,,
myv,btl,150,2013-07-31,2013-08-14,14,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,17,4,21,0,0,0,0,1,0,NA,"lots of collembola; 8 carab, 1 acari, 1 crypto, 3 coll, 2 hemip removed for vouchers",
myv,hag,5,2013-07-31,2013-08-14,14,0,0,2,0,0,0,1,0,0,0,0,1,4,2,2,0,0,8,96,129,225,0,8,3,0,0,3,NA,,
myv,hag,50,2013-07-31,2013-08-14,14,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,15,44,59,0,0,4,0,0,0,NA,,
myv,hag,150,2013-07-31,2013-08-14,14,0,1,2,0,0,0,0,0,0,0,0,0,3,0,12,0,1,0,5,9,14,0,0,0,0,0,0,NA,,
myv,hag,500,2013-07-31,2013-08-14,14,0,0,1,0,0,0,1,0,0,0,0,0,2,2,2,0,0,2,9,13,22,0,0,0,0,0,0,NA,,
myv,kal,5,2013-07-31,2013-08-14,14,0,1,2,0,0,0,2,0,0,0,0,0,5,2,8,0,0,50,57,52,109,1,0,2,2,0,0,NA,,
myv,kal,50,2013-07-31,2013-08-14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,35,67,0,0,0,0,0,0,NA,,
myv,kal,150,2013-07-31,2013-08-14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,3,6,0,0,0,0,0,0,NA,,
myv,non,5,2013-07-31,2013-08-14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,52,0,52,0,0,6,0,1,1,NA,"1 thom, 4 gnaph, 4 trom, 1 acari, 2 liny, 2 carab, 4 coll, 1 hemip removed for vouchers",
myv,non,50,2013-07-31,2013-08-14,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,0,1,4,38,12,50,0,2,0,1,1,0,NA,,
myv,non,150,2013-07-31,2013-08-14,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,17,4,21,0,0,0,0,1,0,NA,,
myv,vin,5,2013-07-31,2013-08-14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,18,17,35,0,1,6,0,0,0,NA,,
myv,vin,50,2013-07-31,2013-08-14,14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,18,52,70,0,0,0,0,0,1,NA,snail!,
myv,vin,150,2013-07-31,2013-08-14,14,0,0,6,0,0,0,1,0,0,0,0,0,7,0,16,0,0,1,62,115,177,0,0,2,0,0,0,NA,,
hel,hel1,5,2013-08-01,2013-08-15,14,0,0,0,0,0,0,6,0,0,0,0,0,6,0,11,0,0,14,7,34,41,0,0,0,2,0,0,NA,lots of hemiptera,
hel,hel1,50,2013-08-01,2013-08-15,14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,16,2,0,1,1,15,27,42,0,0,0,0,0,0,NA,"1 trom, 2 acar, 3 liny, 6 crypto, 2 coll, 1 curculionid removed for vouchers",
hel,hel1,150,2013-08-01,2013-08-15,14,0,1,0,0,0,0,1,0,0,0,0,0,2,3,3,0,0,1,15,63,78,0,0,1,0,0,0,NA,,
hel,hel1,500,2013-08-01,2013-08-15,14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,4,6,27,33,0,0,0,0,0,0,NA,all hag tops off,
hel,hel2,5,2013-08-01,2013-08-15,14,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,3,2,5,0,0,0,0,0,0,NA,"rock inside; 2 thom, 7 trom, 2 acar, 3 coll, 4 hemip removed for vouchers",
hel,hel2,50,2013-08-01,2013-08-15,14,0,3,1,0,7,0,1,0,0,0,0,0,12,1,5,0,0,4,22,45,67,0,0,0,0,0,0,NA,coleoptera is Byrrhus fascia,
hel,hel2,150,2013-08-01,2013-08-15,14,0,1,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,0,3,8,11,0,0,0,0,0,0,NA,,
hel,hel2,500,2013-08-01,2013-08-15,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,3,11,44,55,0,0,0,0,0,0,NA,,
myv,btl,5,2014-05-31,2014-06-08,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1,9,0,0,0,0,2,0,0,0,0,NA,baby lycos,There is a very large discrepancy between the old and new counts. New used
myv,btl,50,2014-05-31,2014-06-08,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,2,5,2,0,0,0,0,0,0,1,0,0,NA,,
myv,btl,150,2014-05-31,2014-06-08,8,0,7,2,0,0,0,0,0,0,0,0,0,9,0,7,0,10,4,1,3,4,0,1,0,2,0,0,NA,lots of collembola,
myv,hag,5,2014-05-31,2014-06-08,8,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,10,11,21,0,10,1,1,0,0,NA,,
myv,hag,50,2014-05-31,2014-06-08,8,0,7,4,3,0,0,0,0,0,0,0,0,14,0,2,0,2,7,1,6,7,0,0,0,0,0,0,NA,,
myv,hag,150,2014-05-31,2014-06-08,8,0,15,2,5,0,1,1,0,0,0,0,0,24,0,2,7,1,1,4,12,16,0,0,0,0,0,0,NA,,
myv,hag,500,2014-05-31,2014-06-08,8,0,9,2,11,0,1,1,0,0,0,0,0,24,0,1,2,0,1,4,4,8,0,0,0,0,0,0,NA,,
myv,kal,5,2014-05-31,2014-06-08,8,2,23,3,0,0,1,0,0,0,0,0,0,27,0,1,3,5,33,4,8,12,0,0,2,1,0,0,NA,,
myv,kal,50,2014-05-31,2014-06-08,8,0,16,1,0,0,1,0,0,0,0,0,0,18,0,5,4,3,2,2,3,5,0,0,0,0,0,0,NA,,
myv,kal,150,2014-05-31,2014-06-08,8,0,16,0,0,0,0,0,0,0,0,0,1,17,0,1,8,1,6,1,1,2,0,0,0,0,1,0,NA,,
myv,non,5,2014-05-31,2014-06-08,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,60,19,79,0,12,18,7,0,0,NA,,There is a very large discrepancy between the old and new counts. New used
myv,non,50,2014-05-31,2014-06-08,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,51,51,0,10,0,0,0,0,NA,,There is a very large discrepancy between the old and new counts. New used
myv,non,150,2014-05-31,2014-06-08,8,0,21,3,0,0,0,0,0,0,0,0,0,24,1,0,6,0,4,0,17,17,0,0,0,0,0,0,NA,,
myv,vin,5,2014-05-31,2014-06-08,8,0,2,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,2,1,3,0,1,0,1,0,0,NA,"10 lyco, 1 egg sac, 5 opils removed for vouchers",There is a very large discrepancy between the old and new counts. New used
myv,vin,50,2014-05-31,2014-06-08,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,NA,,
myv,vin,150,2014-05-31,2014-06-08,8,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,4,2,0,2,0,7,7,0,2,1,1,0,0,NA,,
myv,btl,5,2014-06-08,2014-06-22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,7,14,5,19,0,1,0,3,0,0,NA,,
myv,btl,50,2014-06-08,2014-06-22,14,0,1,0,0,0,2,1,0,0,0,0,0,4,0,2,1,6,5,30,3,33,0,0,0,2,2,0,NA,,
myv,btl,150,2014-06-08,2014-06-22,14,0,14,2,0,0,2,0,0,0,0,0,0,18,1,0,3,2,3,3,6,9,0,3,0,1,0,0,NA,,
myv,hag,5,2014-06-08,2014-06-22,14,0,9,11,0,0,1,0,0,0,0,0,3,24,1,3,1,2,3,5,21,26,0,6,0,4,0,0,NA,,
myv,hag,50,2014-06-08,2014-06-22,14,0,12,5,0,0,1,0,0,0,0,0,0,18,1,1,2,2,1,10,11,21,4,0,0,0,0,0,NA,,
myv,hag,150,2014-06-08,2014-06-22,14,0,23,1,5,0,2,0,0,0,0,0,0,31,3,1,2,1,1,30,18,48,0,2,0,1,0,0,NA,"rock inside, very dirty",
myv,hag,500,2014-06-08,2014-06-22,14,0,45,7,10,2,5,1,0,0,0,0,1,71,2,0,4,0,3,6,4,10,0,0,0,0,0,0,NA,,
myv,kal,5,2014-06-08,2014-06-22,14,0,5,4,0,0,0,0,0,0,0,0,1,10,4,2,2,1,10,5,5,10,0,2,0,2,0,0,NA,,
myv,kal,50,2014-06-08,2014-06-22,14,0,4,2,0,0,1,0,0,0,0,0,0,7,0,2,6,1,0,3,4,7,0,1,1,0,0,0,NA,,
myv,kal,150,2014-06-08,2014-06-22,14,0,16,6,0,0,0,0,0,0,0,0,0,22,3,4,5,1,10,2,2,4,0,0,0,0,0,0,NA,,
myv,non,5,2014-06-08,2014-06-22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,3,42,0,2,8,10,0,0,NA,,
myv,non,50,2014-06-08,2014-06-22,14,0,8,0,0,0,0,0,0,0,0,0,0,8,0,6,1,4,10,13,10,23,0,7,2,5,0,0,NA,,
myv,non,150,2014-06-08,2014-06-22,14,0,15,3,0,0,0,0,0,0,0,0,0,18,3,3,2,1,2,5,4,9,0,1,0,0,0,0,NA,lots of diptera larvae,
myv,vin,5,2014-06-08,2014-06-22,14,0,7,5,0,0,1,0,0,0,0,0,0,13,1,1,0,0,3,24,1,25,0,4,6,3,0,0,NA,lots of collembola,
myv,vin,50,2014-06-08,2014-06-22,14,0,6,12,0,0,3,0,1,0,0,0,0,22,2,6,2,2,0,1,3,4,0,0,0,1,0,0,NA,10 hemiptera,
myv,vin,150,2014-06-08,2014-06-22,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,1,2,17,19,36,0,0,0,4,0,0,NA,,
hel,hel1,5,2014-06-14,2014-06-29,15,1,0,0,0,0,74,14,0,0,0,0,2,90,11,1,0,0,15,1,8,9,0,0,0,14,0,0,NA,"lyco 2jM; liny 5M, 2j",
hel,hel1,50,2014-06-14,2014-06-29,15,0,8,6,16,6,1,0,0,0,0,0,0,37,5,9,2,0,1,20,77,97,0,0,0,2,0,0,NA,liny 4M; lyco jM,
