lakeid,trans,dist,setdate,coldate,daysout,trayweight,dw_tray,dw,fract_bgch,fract_smch,fract_simu,bgch,smch,simu,comments,comments.2
myv,kal,150,2010-07-07,2010-07-17,10,NA,NA,NA,1,0.04494,1,0,244,0,,
myv,non,5,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.02247,1,0,331,0,,
myv,non,50,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.02247,1,0,234,0,,
myv,non,150,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.17178,1,0,272,0,,
myv,flg,5,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,1,211,1,,
myv,flg,50,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,77,0,,
myv,flg,150,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,29,0,,
myv,flg,500,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,42,0,,
myv,vin,5,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.17178,1,0,294,2,,
myv,vin,50,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,339,0,,
myv,vin,150,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,273,0,,
myv,skf,5,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,336,3,,
myv,skf,50,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,465,2,,
myv,skf,150,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,28,0,,
myv,skf,500,2010-07-07,2010-07-17,9,NA,NA,NA,1,1,1,0,21,0,,
myv,hag,5,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.11452,1,0,204,2,,
myv,hag,50,2010-07-07,2010-07-17,9,NA,NA,NA,1,0.04494,1,0,269,0,,
myv,hag,150,2010-07-07,2010-07-17,10,NA,NA,NA,1,1,1,0,579,3,,
myv,hag,500,2010-07-07,2010-07-17,10,NA,NA,NA,1,1,1,0,26,0,,
hel,hel1,5,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,NA,NA,NA,deli cup broke,
hel,hel1,50,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,0,3,2,,
hel,hel1,150,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,NA,NA,NA,deli cup broke,
hel,hel1,500,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,0,1,3,,
hel,hel2,5,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,0,4,3,,
hel,hel2,50,2010-07-10,2010-08-01,16,NA,NA,NA,1,1,1,0,4,0,,
hel,hel2,150,2010-07-10,2010-08-01,7,NA,NA,NA,1,1,1,0,1,6,,
hel,hel2,500,2010-07-10,2010-08-01,7,NA,NA,NA,1,1,1,NA,NA,NA,deli cup broke,
myv,btl,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.11452,1,0,341,0,,
myv,btl,50,2010-07-17,2010-07-25,8,NA,NA,NA,1,0.05726,1,0,327,0,,
myv,btl,150,2010-07-17,2010-07-25,8,NA,NA,NA,1,1,1,0,485,0,missing?,"Not sure what ""missing"" refers to. Possibly the archived sample?"
myv,kal,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.05726,1,0,444,0,,
myv,kal,50,2010-07-17,2010-07-25,8,NA,NA,NA,1,0.02247,1,1,439,0,,
myv,kal,150,2010-07-17,2010-07-25,8,NA,NA,NA,1,0.05726,1,1,276,0,,
myv,non,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.11452,1,0,683,0,,
myv,non,50,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.05726,1,0,446,0,,
myv,non,150,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,1,690,0,,
myv,flg,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,634,0,,
myv,flg,50,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,4,385,0,,
myv,flg,150,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,1,107,0,,
myv,flg,500,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,78,0,,
myv,vin,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.11452,1,0,337,0,,
myv,vin,50,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.11452,1,0,278,0,,
myv,vin,150,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,325,2,,
myv,skf,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,832,0,,
myv,skf,50,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,345,0,,
myv,skf,150,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,44,1,,
myv,skf,500,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,1,27,0,,
myv,hag,5,2010-07-17,2010-07-25,7,NA,NA,NA,1,1,1,0,1134,0,,
myv,hag,50,2010-07-17,2010-07-25,7,NA,NA,NA,1,0.17178,1,0,238,0,,
myv,hag,150,2010-07-17,2010-07-25,8,NA,NA,NA,1,1,1,0,245,0,,
myv,hag,500,2010-07-17,2010-07-25,8,NA,NA,NA,1,1,1,0,13,2,,
myv,btl,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,254,0,,
myv,btl,50,2010-07-25,2010-08-06,12,NA,NA,NA,1,1,1,0,550,0,,
myv,btl,150,2010-07-25,2010-08-06,12,NA,NA,NA,1,1,1,1,55,0,,
myv,kal,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,0.17178,1,0,297,0,KAL infalls were sampled on the 27th of July so that they could be reset for Kyle to calibrate his mesh infall covers.  These numbers are the sum of two infall periods within the single infall period of the other transect infalls.  The numbers may be infl,
myv,kal,50,2010-07-25,2010-08-06,12,NA,NA,NA,1,0.17178,1,0,285,0,ibid,
myv,kal,150,2010-07-25,2010-08-06,12,NA,NA,NA,1,1,1,0,883,0,ibid,
myv,non,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,0.11452,1,0,208,2,,
myv,non,50,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,1150,0,,
myv,non,150,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,201,0,,
myv,flg,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,173,1,,
myv,flg,50,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,192,0,,
myv,flg,150,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,2,45,1,,
myv,flg,500,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,23,0,,
myv,vin,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,437,3,,
myv,vin,50,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,312,5,,
myv,vin,150,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,2,148,3,,
myv,skf,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,254,0,,
myv,skf,50,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,1,175,1,,
myv,skf,150,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,124,4,,
myv,skf,500,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,98,4,,
myv,hag,5,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,495,15,,
myv,hag,50,2010-07-25,2010-08-06,8,NA,NA,NA,1,1,1,0,85,0,,
myv,hag,150,2010-07-25,2010-08-06,12,NA,NA,NA,1,1,1,0,284,5,,
myv,hag,500,2010-07-25,2010-08-06,12,NA,NA,NA,1,1,1,0,59,3,,
myv,btl,5,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,1,8,0,others are mostly bracycera in this sampling session,
myv,btl,50,2011-05-17,2011-06-04,18,NA,NA,NA,1,1,1,1,7,0,,
myv,btl,150,2011-05-17,2011-06-04,18,NA,NA,NA,1,1,1,1,6,0,,
myv,kal,5,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,5,370,0,,
myv,kal,50,2011-05-17,2011-06-04,18,NA,NA,NA,1,1,1,16,13,0,,
myv,kal,150,2011-05-17,2011-06-04,18,NA,NA,NA,1,1,1,30,7,0,,
myv,non,5,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,8,9,0,,
myv,non,50,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,3,1,0,,
myv,non,150,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,2,1,0,,
myv,flg,5,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,0,12,0,,
myv,flg,50,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,6,10,0,,
myv,flg,150,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,6,7,0,,
myv,flg,500,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,2,1,1,,
myv,vin,5,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,3,10,0,,
myv,vin,50,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,3,8,0,,
myv,vin,150,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,3,17,0,,
myv,skf,5,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,1,20,0,,
myv,skf,50,2011-05-17,2011-06-04,9,NA,NA,NA,1,1,1,1,18,0,,
myv,skf,150,2011-05-17,2011-06-04,8,NA,NA,NA,1,1,1,0,8,0,,
myv,skf,500,2011-05-17,2011-06-04,8,NA,NA,NA,1,1,1,0,4,0,,
myv,hag,5,2011-05-17,2011-06-04,8,NA,NA,NA,1,1,1,1,2,0,,
myv,hag,50,2011-05-17,2011-06-04,8,NA,NA,NA,1,1,1,0,1,0,,
myv,hag,150,2011-05-17,2011-06-04,18,NA,NA,NA,1,1,1,6,0,0,,
myv,hag,500,2011-05-17,2011-06-04,18,NA,NA,NA,1,1,1,0,6,0,,
hel,hel1,5,2011-06-02,2011-07-02,14,NA,NA,NA,1,1,1,44,121,3,,
hel,hel1,50,2011-06-02,2011-07-02,14,NA,NA,NA,1,1,1,4,36,1,,
hel,hel1,150,2011-06-02,2011-07-02,14,NA,NA,NA,1,1,1,0,80,0,,
hel,hel1,500,2011-06-02,2011-07-02,14,NA,NA,NA,1,1,1,2,35,2,,
hel,hel2,5,2011-06-02,2011-07-02,14,NA,NA,NA,1,1,1,54,57,0,,
hel,hel2,50,2011-06-02,2011-07-02,14,NA,NA,NA,1,1,1,6,115,11,,
hel,hel2,150,2011-06-02,2011-07-02,8,NA,NA,NA,1,1,1,2,68,4,,
hel,hel2,500,2011-06-02,2011-07-02,8,NA,NA,NA,1,1,1,0,34,2,,
myv,btl,5,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,3,20,0,,
myv,btl,50,2011-06-04,2011-06-19,15,NA,NA,NA,1,1,1,3,12,0,,
myv,btl,150,2011-06-04,2011-06-19,15,NA,NA,NA,1,1,1,0,13,0,,
myv,kal,5,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,8,412,0,,
myv,kal,50,2011-06-04,2011-06-19,15,NA,NA,NA,1,1,1,12,21,0,,
myv,kal,150,2011-06-04,2011-06-19,15,NA,NA,NA,1,1,1,53,50,0,,
myv,non,5,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,4,143,0,,
myv,non,50,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,4,7,0,,
myv,non,150,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,1,3,0,,
myv,flg,5,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,1,40,0,,
myv,flg,50,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,5,10,0,,
myv,flg,150,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,7,5,0,,
myv,flg,500,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,0,2,0,,
myv,vin,5,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,5,29,0,,
myv,vin,50,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,1,8,0,,
myv,vin,150,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,0,9,1,,
myv,skf,5,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,1,25,0,,
myv,skf,50,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,1,7,0,,
myv,skf,150,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,3,11,0,,
myv,skf,500,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,0,7,0,,
myv,hag,5,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,1,7,0,,
myv,hag,50,2011-06-04,2011-06-19,8,NA,NA,NA,1,1,1,3,1,0,,
myv,hag,150,2011-06-04,2011-06-19,15,NA,NA,NA,1,1,1,1,6,0,,
myv,hag,500,2011-06-04,2011-06-19,15,NA,NA,NA,1,1,1,0,6,0,,
myv,btl,5,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,10,69,1,,
myv,btl,50,2011-06-19,2011-07-05,16,NA,NA,NA,1,1,1,13,21,0,,
myv,btl,150,2011-06-19,2011-07-05,16,NA,NA,NA,1,1,1,10,13,2,,
myv,kal,5,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,6,437,1,,
myv,kal,50,2011-06-19,2011-07-05,16,NA,NA,NA,1,1,1,44,73,12,,
myv,kal,150,2011-06-19,2011-07-05,16,NA,NA,NA,1,1,1,148,10,3,,
myv,non,5,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,10,378,9,,
myv,non,50,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,28,17,3,,
myv,non,150,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,33,6,0,,
myv,flg,5,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,3,88,1,,
myv,flg,50,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,6,53,1,,
myv,flg,150,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,4,7,0,,
myv,flg,500,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,1,4,0,,
myv,vin,5,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,17,45,1,,
myv,vin,50,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,20,7,0,,
myv,vin,150,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,6,18,0,,
myv,skf,5,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,11,61,0,,
myv,skf,50,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,15,20,1,,
myv,skf,150,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,3,11,4,,
myv,skf,500,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,4,5,0,,
myv,hag,5,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,15,102,2,,
myv,hag,50,2011-06-19,2011-07-05,7,NA,NA,NA,1,1,1,22,17,1,,
myv,hag,150,2011-06-19,2011-07-05,16,NA,NA,NA,1,1,1,16,26,6,,
myv,hag,500,2011-06-19,2011-07-05,16,NA,NA,NA,1,1,1,2,4,0,,
hel,hel1,5,2011-07-04,2011-07-17,15,NA,NA,NA,1,1,1,0,95,0,,
hel,hel1,50,2011-07-04,2011-07-17,15,NA,NA,NA,1,1,1,0,19,3,,
hel,hel1,150,2011-07-04,2011-07-17,15,NA,NA,NA,1,1,1,0,19,1,,
hel,hel1,500,2011-07-04,2011-07-17,15,NA,NA,NA,1,1,1,0,10,3,,
hel,hel2,5,2011-07-04,2011-07-17,15,NA,NA,NA,1,1,1,0,62,15,,
hel,hel2,50,2011-07-04,2011-07-17,15,NA,NA,NA,1,1,1,0,56,1,,
hel,hel2,150,2011-07-04,2011-07-17,7,NA,NA,NA,1,1,1,0,15,0,,
hel,hel2,500,2011-07-04,2011-07-17,7,NA,NA,NA,1,1,1,0,4,0,,
myv,btl,5,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,6,165,0,,
myv,btl,50,2011-07-05,2011-07-19,14,NA,NA,NA,1,1,1,4,6,0,,
myv,btl,150,2011-07-05,2011-07-19,14,NA,NA,NA,1,1,1,2,11,0,,
myv,kal,5,2011-07-05,2011-07-20,7,NA,NA,NA,1,1,1,3,598,36,,
myv,kal,50,2011-07-05,2011-07-20,15,NA,NA,NA,1,1,1,22,338,10,sample missing??,Refers to archived sample?
myv,kal,150,2011-07-05,2011-07-20,15,NA,NA,NA,1,1,1,32,173,6,,
myv,non,5,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,8,188,0,,
myv,non,50,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,28,238,0,,
myv,non,150,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,10,44,0,,
myv,flg,5,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,8,477,10,,
myv,flg,50,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,5,205,0,,
myv,flg,150,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,14,37,0,,
myv,flg,500,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,3,16,1,,
myv,vin,5,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,5,54,0,,
myv,vin,50,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,5,9,0,,
myv,vin,150,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,5,14,0,,
myv,skf,5,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,0,132,0,,
myv,skf,50,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,7,29,0,,
myv,skf,150,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,3,20,0,,
myv,skf,500,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,0,12,0,,
myv,hag,5,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,5,485,5,,
myv,hag,50,2011-07-05,2011-07-19,7,NA,NA,NA,1,1,1,7,14,0,spilled in field,
myv,hag,150,2011-07-05,2011-07-19,14,NA,NA,NA,1,1,1,0,8,4,,
myv,hag,500,2011-07-05,2011-07-19,14,NA,NA,NA,1,1,1,10,8,3,,
myv,btl,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,1,18,0,,
myv,btl,50,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,2,46,0,,
myv,btl,150,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,1,13,0,,
myv,kal,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,0,232,0,,
myv,kal,50,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,5,227,0,,
myv,kal,150,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,6,172,0,,
myv,non,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,4,148,0,,
myv,non,50,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,11,145,0,,
myv,non,150,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,3,28,0,,
myv,flg,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,4,573,5,,
myv,flg,50,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,3,422,10,,
myv,flg,150,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,4,54,0,,
myv,flg,500,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,2,39,0,,
myv,vin,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,10,148,60,,
myv,vin,50,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,2,45,24,,
myv,vin,150,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,4,19,27,,
myv,skf,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,222,4,14,,
myv,skf,50,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,3,114,8,,
myv,skf,150,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,3,68,6,,
myv,skf,500,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,7,18,0,,
myv,hag,5,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,0,53,0,,
myv,hag,50,2011-07-19,2011-08-02,12,NA,NA,NA,1,1,1,0,19,1,,
myv,hag,150,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,0,25,1,,
myv,hag,500,2011-07-19,2011-08-02,14,NA,NA,NA,1,1,1,0,13,1,,
hel,hel1,5,2011-07-17,2011-08-07,11,NA,NA,NA,1,1,1,0,90,4,,
hel,hel1,50,2011-07-17,2011-08-07,21,NA,NA,NA,1,1,1,0,62,1,,
hel,hel1,150,2011-07-17,2011-08-07,21,NA,NA,NA,1,1,1,0,12,7,,
hel,hel1,500,2011-07-17,2011-08-07,21,NA,NA,NA,1,1,1,0,24,4,,
hel,hel2,5,2011-07-17,2011-08-07,9,NA,NA,NA,1,1,1,0,75,2,,
hel,hel2,50,2011-07-17,2011-08-07,9,NA,NA,NA,1,1,1,0,6,4,,
hel,hel2,150,2011-07-17,2011-08-07,9,NA,NA,NA,1,1,1,0,17,10,,
hel,hel2,500,2011-07-17,2011-08-07,21,NA,NA,NA,1,1,1,0,0,2,,
myv,btl,5,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,8,333,0,others are mostly bracycera in this sampling session,
myv,btl,50,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,14,118,0,,
myv,btl,150,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,20,161,0,,
myv,flg,5,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,14,465,3,,
myv,flg,50,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,34,105,0,,
myv,flg,150,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,30,28,0,,
myv,flg,500,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,0,26,0,,
myv,hag,5,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,6,176,10,,
myv,hag,50,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,22,52,0,,
myv,hag,150,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,8,95,1,,
myv,hag,500,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,6,43,0,,
myv,kal,5,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,11,208,0,,
myv,kal,50,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,161,401,0,,
myv,kal,150,2012-05-22,2012-06-05,14,NA,NA,NA,1,1,1,68,164,0,,
myv,non,5,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,12,144,0,,
myv,non,50,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,10,29,0,,
myv,non,150,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,13,62,0,,
myv,skf,20,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,14,220,0,,
myv,skf,50,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,2,90,0,,
myv,skf,200,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,9,267,0,,
myv,skf,350,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,0,23,0,,
myv,vin,5,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,13,128,0,,
myv,vin,50,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,9,50,0,,
myv,vin,150,2012-05-23,2012-06-05,13,NA,NA,NA,1,1,1,3,31,0,,
myv,btl,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,48,697,2,,
myv,btl,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,142,503,9,,
myv,btl,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,96,408,5,,
myv,flg,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,35,516,NA,,
myv,flg,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,101,386,2,,
myv,flg,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,70,140,NA,,Simuliid was blank.
myv,flg,500,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,6,28,NA,,Simuliid was blank.
myv,hag,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,4,291,NA,,"Simuliid was blank.There are two entries with the same transect, distance, and dates. One may be BTL 50 from the next sampling event, which is missing. No way to tell"
myv,hag,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,7,468,5,,".There are two entries with the same transect, distance, and dates. One may be BTL 50 from the next sampling event, which is missing. No way to tell"
myv,hag,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,129,282,21,,
myv,hag,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,48,143,4,,
myv,hag,500,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,10,108,4,,
myv,kal,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,24,612,2,,
myv,kal,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,133,250,11,,
myv,kal,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,241,196,3,,
myv,non,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,19,611,1,,
myv,non,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,37,226,2,,
myv,non,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,24,86,4,,
myv,skf,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,118,417,5,,
myv,skf,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,170,171,2,,
myv,skf,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,53,186,1,,
myv,skf,500,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,5,30,1,,
myv,vin,5,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,36,356,3,,
myv,vin,50,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,16,88,3,,
myv,vin,150,2012-06-05,2012-06-19,14,NA,NA,NA,1,1,1,3,44,6,,
myv,btl,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,14,653,11,,
myv,btl,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,20,345,37,,
myv,flg,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,38,1516,11,,
myv,flg,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,130,1172,2,,
myv,flg,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,132,225,2,,
myv,flg,500,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,26,89,0,,
myv,hag,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,0.17178,1,1,962,5,,
myv,hag,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,30,348,12,,
myv,hag,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,14,171,15,,
myv,hag,500,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,4,62,15,,
myv,kal,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,NA,NA,NA,,row was highlighted indicating the sample was lost?
myv,kal,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,115,612,0,,
myv,kal,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,0.11452,1,25,205,4,,
myv,non,5,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,15,638,5,,
myv,non,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,13,262,3,,
myv,non,150,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,19,418,0,,
myv,skf,50,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,1,185,5,,
myv,skf,200,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,0,291,4,,
myv,skf,350,2012-06-19,2012-07-03,14,NA,NA,NA,1,1,1,0,44,0,,
